Type,Family id,Family name,Target id,Target name,Subunit id,Subunit name,Target systematic name,Target abbreviated name,synonyms,HGNC id,HGNC symbol,HGNC name,Human genetic localisation,Human nucleotide RefSeq,Human protein RefSeq,Human SwissProt,Human Entrez Gene,Human Ensembl Gene
enzyme,496,CDK7 subfamily,1979,cyclin dependent kinase 7,"","","",CDK7,CAK1|CDKN7|STK1|39 kDa protein kinase|CDK-activating kinase 1|cell division protein kinase 7|CRK4|protein-tyrosine kinase MPK-7|TFIIH basal transcription factor complex kinase subunit,1778,CDK7,cyclin dependent kinase 7,5q13.2,NM_001799,NP_001790,P50613,1022,ENSG00000134058
enzyme,497,CDK8 subfamily,1980,cyclin dependent kinase 8,"","","",CDK8,Cell division protein kinase 8|Mediator of RNA polymerase II transcription subunit CDK8|cyclin-dependent kinase 8,1779,CDK8,cyclin dependent kinase 8,13q12.13,NM_001260,NP_001251,P49336,1024,ENSG00000132964
enzyme,497,CDK8 subfamily,1972,cyclin dependent kinase 19,"","","",CDK19,CDC2L6|CDC2-related protein kinase 6|CDK11,19338,CDK19,cyclin dependent kinase 19,6q21,NM_015076,NP_055891,Q9BWU1,23097,ENSG00000155111
enzyme,489,CDK9 subfamily,1981,cyclin dependent kinase 9,"","","",CDK9,CDC2L4|cell division protein kinase 9|TAK,1780,CDK9,cyclin dependent kinase 9,9q34.11,NM_001261,NP_001252,P50750,1025,ENSG00000136807
enzyme,775,Ceramide glucosyltransferase,2528,UDP-glucose ceramide glucosyltransferase,"","","","",Epcs21|GCS|GLCT-1|Glucosylceramide synthase|Ugcgl,12524,UGCG,UDP-glucose ceramide glucosyltransferase,9q31.3,NM_003358,NP_003349,Q16739,7357,ENSG00000148154
enzyme,771,Ceramide kinase,2473,ceramide kinase,"","","","",Lipid kinase 4|LK4|Acylsphingosine kinase,19256,CERK,ceramide kinase,22q13.31,NM_022766,NP_073603,Q8TCT0,64781,ENSG00000100422
enzyme,789,Ceramide synthase,2474,ceramide synthase 1,"","","",CERS1,"LAG1, UOG1|LASS1",14253,CERS1,ceramide synthase 1,19p13.11,NM_021267|NM_198207,NP_067090|NP_937850,P27544,10715,ENSG00000223802
enzyme,789,Ceramide synthase,2475,ceramide synthase 2,"","","",CERS2,LASS2|TRAM homolog 3|Tumor metastasis-suppressor gene 1|Translocating chain-associating membrane protein homolog 3,14076,CERS2,ceramide synthase 2,1q21.3,NM_022075|NM_181746,NP_071358|NP_859530,Q96G23,29956,ENSG00000143418
enzyme,789,Ceramide synthase,2476,ceramide synthase 3,"","","",CERS3,LASS3,23752,CERS3,ceramide synthase 3,15q26.3,NM_178842,NP_849164,Q8IU89,204219,ENSG00000154227
enzyme,789,Ceramide synthase,2477,ceramide synthase 4,"","","",CERS4,LASS4|TRAM homolog 1|Translocating chain-associating membrane protein homolog 1,23747,CERS4,ceramide synthase 4,19p13.2,NM_024552,NP_078828,Q9HA82,79603,ENSG00000090661
enzyme,789,Ceramide synthase,2478,ceramide synthase 5,"","","",CERS5,LASS5|TRAM homolog 4|Translocating chain-associating membrane protein homolog 4,23749,CERS5,ceramide synthase 5,12q13.12,NM_147190,NP_671723,Q8N5B7,91012,ENSG00000139624
enzyme,789,Ceramide synthase,2479,ceramide synthase 6,"","","",CERS6,LASS6,23826,CERS6,ceramide synthase 6,2q24.3,NM_001256126|NM_203463,NP_001243055|NP_982288,Q6ZMG9,253782,ENSG00000172292
enzyme,471,ChaK subfamily,498,TRPM6,"","","","","HOMG|HSH|hypomagnesemia, secondary hypocalcemia|Channel kinase 2|ChaK2|Melastatin-related TRP cation channel 6|transient receptor potential cation channel",17995,TRPM6,transient receptor potential cation channel subfamily M member 6,9q21.13,NM_017662,NP_060132,Q9BX84,140803,ENSG00000119121
enzyme,471,ChaK subfamily,499,TRPM7,"","","","","LTRPC7|TRP-PLIK|MagNum|MIC|long transient receptor potential channel 7|transient receptor potential-phospholipase C-interacting kinase|transient receptor potential-related protein, ChaK|Channel-kinase 1|ChaK1|Ltpr7|transient receptor potential cation channel",17994,TRPM7,transient receptor potential cation channel subfamily M member 7,15q21.2,NM_017672,NP_060142,Q96QT4,54822,ENSG00000092439
enzyme,981,Chitinases,2982,chitinase acidic,"","","",AMCase,"chitinase, acidic 1|chitinase, acidic|chitinase|CHIT2",17432,CHIA,chitinase acidic,1p13.2,NM_201653,NP_970615,Q9BZP6,27159,ENSG00000134216
enzyme,981,Chitinases,3187,chitinase 1,"","","","",chitinase 1 (chitotriosidase),1936,CHIT1,chitinase 1,1q32.1,"","",Q13231,1118,ENSG00000133063
enzyme,476,CHK1 subfamily,1987,checkpoint kinase 1,"","","",Chk1,"",1925,CHEK1,checkpoint kinase 1,11q24.2,NM_001114121,NP_001107593,O14757,1111,ENSG00000149554
enzyme,476,CHK1 subfamily,1988,checkpoint kinase 2,"","","",Chk2,CDS1|HuCds1|PP1425|RAD53,16627,CHEK2,checkpoint kinase 2,22q12.1,NM_001005735,NP_001005735,O96017,11200,ENSG00000183765
enzyme,1103,Cholesterol biosynthesis pathway,3296,sterol-C5-desaturase,"","","","",delta(7)-sterol 5(6)-desaturase|lathosterol oxidase|SC5DL (previous symbol)|lathosterol 5-desaturase,10547,SC5D,sterol-C5-desaturase,11q23.3-q24.1,"","",O75845,6309,ENSG00000109929
enzyme,1103,Cholesterol biosynthesis pathway,3297,NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL,"","","","","NAD(P) dependent steroid dehydrogenase-like|short chain dehydrogenase/reductase family 31E, member 1 (SDR31E1)",13398,NSDHL,NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL,Xq28,"","",Q15738,50814,ENSG00000147383
enzyme,1086,Citrate metabolism,3245,ATP citrate lyase,"","","",ACLY,"",115,ACLY,ATP citrate lyase,17q21.2,"","",P53396,47,ENSG00000131473
enzyme,1086,Citrate metabolism,2884,isocitrate dehydrogenase (NADP(+)) 1,"","",IDH1,"","isocitrate dehydrogenase 1 (NADP)|isocitrate dehydrogenase 1 (NADP+)|isocitrate dehydrogenase 1 (NADP+), soluble|isocitrate dehydrogenase (NADP(+)) 1, cytosolic|isocitrate dehydrogenase [NADP] cytoplasmic",5382,IDH1,isocitrate dehydrogenase (NADP(+)) 1,2q34,NM_005896,NP_005887,O75874,3417,ENSG00000138413
enzyme,568,CLK family,1990,CDC like kinase 1,"","","",CLK1,dual specificity protein kinase CLK1|STY,2068,CLK1,CDC like kinase 1,2q33.1,NM_001162407,NP_001155879,P49759,1195,ENSG00000013441
enzyme,568,CLK family,1991,CDC like kinase 2,"","","",CLK2,dual specificity protein kinase CLK2,2069,CLK2,CDC like kinase 2,1q22,NM_003993,NP_003984,P49760,1196,ENSG00000176444
enzyme,568,CLK family,1992,CDC like kinase 3,"","","",CLK3,dual specificity protein kinase CLK3,2071,CLK3,CDC like kinase 3,15q24.1,NM_001130028,NP_001123500,P49761,1198,ENSG00000179335
enzyme,568,CLK family,1993,CDC like kinase 4,"","","",CLK4,dual specificity protein kinase CLK4,13659,CLK4,CDC like kinase 4,5q35.3,NM_020666,NP_065717,Q9HAZ1,57396,ENSG00000113240
enzyme,490,CRK7 subfamily,1965,cyclin dependent kinase 12,"","","",CDK12,CDC2 related protein kinase 7|cell division cycle 2-related protein kinase 7|CRK7|CRKR,24224,CDK12,cyclin dependent kinase 12,17q12,NM_016507,NP_057591,Q9NYV4,51755,ENSG00000167258
enzyme,490,CRK7 subfamily,1966,cyclin dependent kinase 13,"","","",CDK13,CDC2L|CDC2L5|CDC2-related protein kinase 5|cell division cycle 2-like 5|cell division protein kinase 13,1733,CDK13,cyclin dependent kinase 13,7p14.1,NM_003718,NP_003709,Q14004,8621,ENSG00000065883
enzyme,569,Csk family,1994,C-terminal Src kinase,"","","",CSK,"tyrosine-protein kinase CSK|c-src tyrosine kinase|CSK, non-receptor tyrosine kinase",2444,CSK,C-terminal Src kinase,15q24.1,NM_001127190,NP_001120662,P41240,1445,ENSG00000103653
enzyme,569,Csk family,2101,megakaryocyte-associated tyrosine kinase,"","","",CTK,CHK|HHYLTK|hydroxyaryl-protein kinase|HYLTK|Lsk|protein kinase BATK|protein kinase HYL|tyrosine kinase MATK,6906,MATK,megakaryocyte-associated tyrosine kinase,19p13.3,NM_002378,NP_002369,P42679,4145,ENSG00000007264
enzyme,1049,Cyclic GMP-AMP turnover,3165,cyclic GMP-AMP synthase,"","","","","",21367,CGAS,cyclic GMP-AMP synthase,6q13,NM_138441,NP_612450,Q8N884,115004,ENSG00000164430
enzyme,1049,Cyclic GMP-AMP turnover,3312,ectonucleotide pyrophosphatase/phosphodiesterase 1,"","","","",M6S1|NPPS|PDNP1,3356,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1,6q23.2,"","",P22413,5167,ENSG00000197594
enzyme,570,Cyclin-dependent kinase-like (CDKL) family,1982,cyclin dependent kinase like 1,"","","",CdkL1,KKIALRE|cyclin-dependent kinase-like 1 (CDC2-related kinase),1781,CDKL1,cyclin dependent kinase like 1,14q21.3,NM_004196,NP_004187,Q00532,8814,ENSG00000100490
enzyme,570,Cyclin-dependent kinase-like (CDKL) family,1983,cyclin dependent kinase like 2,"","","",CdkL2,KKIAMRE|Kkm|P56|cyclin-dependent kinase-like 2 (CDC2-related kinase),1782,CDKL2,cyclin dependent kinase like 2,4q21.1,NM_003948,NP_003939,Q92772,8999,ENSG00000138769
enzyme,570,Cyclin-dependent kinase-like (CDKL) family,1984,cyclin-dependent kinase like 3,"","","",CdkL3,NKIAMRE|serine/threonine kinase NKIATRE|serine/threonine kinase NKIATRE beta,15483,CDKL3,cyclin dependent kinase like 3,5q31.1,NM_001113575,NP_001107047,Q8IVW4,51265,ENSG00000006837
enzyme,570,Cyclin-dependent kinase-like (CDKL) family,1985,cyclin-dependent kinase like 4,"","","",CDKL4,"",19287,CDKL4,cyclin dependent kinase like 4,2p22.1,NM_001009565,NP_001009565,Q5MAI5,344387,ENSG00000205111
enzyme,570,Cyclin-dependent kinase-like (CDKL) family,1986,cyclin-dependent kinase like 5,"","","",CdkL5,EIEE2|serine/threonine kinase 9|STK9,11411,CDKL5,cyclin dependent kinase like 5,Xp22.13,NM_001037343,NP_001032420,O76039,6792,ENSG00000008086
enzyme,269,Cyclooxygenase,1375,COX-1 ,"","","","",COX1|PGHS-1|COX-1|Cox-3|cyclooxygenase 1|cyclooxygenase 3|PGH synthase 1|prostaglandin G/H synthase 1|prostaglandin G/H synthase and cyclooxygenase|prostaglandin H2 synthase 1,9604,PTGS1,prostaglandin-endoperoxide synthase 1,9q33.2,"","",P23219,5742,ENSG00000095303
enzyme,269,Cyclooxygenase,1376,COX-2 ,"","","","",PTGS2|COX2|cyclooxygenase 2|PGH synthase 2|PGHS-2|prostaglandin G/H synthase 2|prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),9605,PTGS2,prostaglandin-endoperoxide synthase 2,1q31.1,"","",P35354,5743,ENSG00000073756
enzyme,266,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",1358,CYP11A1,"","","",Cholesterol side-chain cleavage enzyme,"cholesterol desmolase|cholesterol monooxygenase (side-chain-cleaving)|cytochrome P450 11A1|cytochrome P450, family 11, subfamily a, polypeptide 1|cytochrome P450, family 11, subfamily A, polypeptide 1|cytochrome P450",2590,CYP11A1,cytochrome P450 family 11 subfamily A member 1,15q24.1,"","",P05108,1583,ENSG00000140459
enzyme,266,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",1359,CYP11B1,"","","",Steroid 11&beta;-hydroxylase,"cytochrome P450, subfamily XIB, polypeptide 1|cytochrome P450 11B1, mitochondrial|steroid 11-beta-hydroxylase|cytochrome P450, family 11, subfamily B, polypeptide 1|cytochrome P450, family 11, subfamily b, polypeptide 1|cytochrome P450",2591,CYP11B1,cytochrome P450 family 11 subfamily B member 1,8q24.3,"","",P15538,1584,ENSG00000160882
enzyme,266,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",1360,CYP11B2,"","","",Aldosterone synthase,"ALDOS|aldosterone-synthesizing enzyme|cytochrome P450, subfamily XIB (steroid 11-beta-hydroxylase), polypeptide 2|cytochrome P450 11B2, mitochondrial|Cytochrome P450 subfamily XIB polypeptide 2 (aldosterone synthase)|cytochrome P450, family 11, subfamily b, polypeptide 2|cytochrome P450",2592,CYP11B2,cytochrome P450 family 11 subfamily B member 2,8q24.3,"","",P19099,1585,ENSG00000179142
enzyme,266,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",1361,CYP17A1,"","","","","Steroid 17-&alpha;-hydroxylase/17,20 lyase|cytochrome P450 17A1|steroid 17-alpha hydroxylase|cytochrome P450, family 17, subfamily a, polypeptide 1|cytochrome P450, family 17, subfamily A, polypeptide 1|cytochrome P450",2593,CYP17A1,cytochrome P450 family 17 subfamily A member 1,10q24.32,"","",P05093,1586,ENSG00000148795
enzyme,266,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",1362,CYP19A1,"","","",Aromatase,"ARO|ARO1|Cytochrome P450 19 aromatase|cytochrome P450 19A1|cytochrome P450, family 19, subfamily a, polypeptide 1|estrogen synthase|ArKO|cytochrome P450, family 19, subfamily A, polypeptide 1|cytochrome P450",2594,CYP19A1,cytochrome P450 family 19 subfamily A member 1,15q21.2,"","",P11511,1588,ENSG00000137869
enzyme,266,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",1363,CYP20A1,"","","","","cytochrome P450 20A1|cytochrome P450, family 20, subfamily a, polypeptide 1|cytochrome P450",20576,CYP20A1,cytochrome P450 family 20 subfamily A member 1,2q33.2,"","",Q6UW02,57404,ENSG00000119004
enzyme,266,"CYP11, CYP17, CYP19, CYP20 and CYP21 families",1364,CYP21A2,"","","",Steroid 21-hydroxylase,"Steroid 21-monooxygenase|Steroid 21-hydroxylase|cytochrome P450, family 21, subfamily A, polypeptide 2|cytochrome P450, family 21, subfamily a, polypeptide 2 pseudogene|cytochrome P450",2600,CYP21A2,cytochrome P450 family 21 subfamily A member 2,6p21.33,"","",P08686,1589,ENSG00000231852
enzyme,261,CYP1 family,1318,CYP1A1,"","","","","Aryl hydrocarbon hydroxylase|CP11|AHH|AHRR|Cyp45c|Cypc45c|cytochrome P450 1A1|microsomal monooxygenase|xenobiotic monooxygenase|cytochrome P450 subfamily I, polypeptide 1|cytochrome P450, subfamily I (aromatic compound-inducible), polypeptide 1|cytochrome P450, family 1, subfamily A, polypeptide 1|cytochrome P450, family 1, subfamily a, polypeptide 1|cytochrome P450",2595,CYP1A1,cytochrome P450 family 1 subfamily A member 1,15q24.1,"","",P04798,1543,ENSG00000140465
enzyme,261,CYP1 family,1319,CYP1A2,"","","","","cytochrome P450, subfamily I (aromatic compound-inducible), polypeptide 2|cytochrome P450 1A2|Cytochrome P450 subfamily I (aromatic compound-inducible) member A2 (Q42 form d)|cytochrome P450, family 1, subfamily A, polypeptide 2|cytochrome P450, family 1, subfamily a, polypeptide 2|cytochrome P450",2596,CYP1A2,cytochrome P450 family 1 subfamily A member 2,15q24.1,"","",P05177,1544,ENSG00000140505
enzyme,261,CYP1 family,1320,CYP1B1,"","","","","GLC3A|cytochrome P450, subfamily I (dioxin-inducible), polypeptide 1 (glaucoma 3, primary infantile)|cytochrome P450, subfamily 1B, polypeptide 1|cytochrome P450, family 1, subfamily B, polypeptide 1|cytochrome P450, family 1, subfamily b, polypeptide 1|cytochrome P450",2597,CYP1B1,cytochrome P450 family 1 subfamily B member 1,2p22.2,"","",Q16678,1545,ENSG00000138061
enzyme,267,"CYP24, CYP26 and CYP27 families",1365,CYP24A1,"","","",Vitamin D3 24-hydroxylase,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial|25-hydroxyvitamin D3 24-hydroxylase|cytochrome P450 24A1|cytochrome P450, subfamily 24|cytochrome P450, family 24, subfamily A, polypeptide 1|cytochrome P450, family 24, subfamily a, polypeptide 1|cytochrome P450",2602,CYP24A1,cytochrome P450 family 24 subfamily A member 1,20q13.2,"","",Q07973,1591,ENSG00000019186
enzyme,267,"CYP24, CYP26 and CYP27 families",1366,CYP26A1,"","","","","retinoic acid 4-hydroxylase|cytochrome P450, 26, retinoic acid|retinoic acid hydroxylase|cytochrome P450, family 26, subfamily A, polypeptide 1|cytochrome P450, family 26, subfamily a, polypeptide 1|cytochrome P450",2603,CYP26A1,cytochrome P450 family 26 subfamily A member 1,10q23.33,"","",O43174,1592,ENSG00000095596
enzyme,267,"CYP24, CYP26 and CYP27 families",1367,CYP26B1,"","","","","Retinoic acid-metabolizing cytochrome|cytochrome P450 26B1|cytochrome P450, family 26, subfamily B, polypeptide 1|cytochrome P450",20581,CYP26B1,cytochrome P450 family 26 subfamily B member 1,2p13.2,"","",Q9NR63,56603,ENSG00000003137
enzyme,267,"CYP24, CYP26 and CYP27 families",1368,CYP26C1,"","","","","cytochrome P450|cytochrome P450, family 26, subfamily c, polypeptide 1",20577,CYP26C1,cytochrome P450 family 26 subfamily C member 1,10q23.33,"","",Q6V0L0,340665,ENSG00000187553
enzyme,267,"CYP24, CYP26 and CYP27 families",1369,CYP27A1,"","","",Sterol 27-hydroxylase,"5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase|sterol 26-hydroxylase, mitochondrial|vitamin D(3) 25-hydroxylase|cholesterol 27 hydroxylase|cytochrome P450, family 27, subfamily A, polypeptide 1|cytochrome P450",2605,CYP27A1,cytochrome P450 family 27 subfamily A member 1,2q35,"","",Q02318,1593,ENSG00000135929
enzyme,267,"CYP24, CYP26 and CYP27 families",1370,CYP27B1,"","","",25-Hydroxyvitamin D 1-alpha-hydroxylase,"calcidiol 1-monooxygenase|VD3 1A hydroxylase|cytochrome P450 40 (25-hydroxyvitamin D3 1 alpha-hydroxylase)|cytochrome P450, family 27, subfamily B, polypeptide 1|cytochrome P450",2606,CYP27B1,cytochrome P450 family 27 subfamily B member 1,12q14.1,"","",O15528,1594,ENSG00000111012
enzyme,267,"CYP24, CYP26 and CYP27 families",1371,CYP27C1,"","","","","cytochrome P450, family 27, subfamily C, polypeptide 1",33480,CYP27C1,cytochrome P450 family 27 subfamily C member 1,2q14.3,"","",Q4G0S4,339761,ENSG00000186684
enzyme,262,CYP2 family: drug metabolising subset,1321,CYP2A6,"","","","","Coumarin 7-hydroxylase|cytochrome P450, subfamily IIA (phenobarbital-inducible), polypeptide 6|1,4-cineole 2-exo-monooxygenase|CYP2A3|Cytochrome P450 IIA3|cytochrome P450, family 2, subfamily A, polypeptide 6",2610,CYP2A6,cytochrome P450 family 2 subfamily A member 6,19q13.2,"","",P11509,1548,ENSG00000255974
enzyme,262,CYP2 family: drug metabolising subset,1322,CYP2A7,"","","","","Coumarin 7-hydroxylase|P450-IIA4|cytochrome P450, subfamily IIA (phenobarbital-inducible), polypeptide 7|cytochrome P450, family 2, subfamily A, polypeptide 7",2611,CYP2A7,cytochrome P450 family 2 subfamily A member 7,19q13.2,"","",P20853,1549,ENSG00000198077
enzyme,262,CYP2 family: drug metabolising subset,1323,CYP2A13,"","","","","cytochrome P450, subfamily IIA (phenobarbital-inducible), polypeptide 13|cytochrome P450, family 2, subfamily A, polypeptide 13",2608,CYP2A13,cytochrome P450 family 2 subfamily A member 13,19q13.2,"","",Q16696,1553,ENSG00000197838
enzyme,262,CYP2 family: drug metabolising subset,1324,CYP2B6,"","","","","cytochrome P450, subfamily IIB (phenobarbital-inducible), polypeptide 6|1,4-cineole 2-exo-monooxygenase|cytochrome P450, family 2, subfamily B, polypeptide 6",2615,CYP2B6,cytochrome P450 family 2 subfamily B member 6,19q13.2,"","",P20813,1555,ENSG00000197408
enzyme,262,CYP2 family: drug metabolising subset,1325,CYP2C8,"","","","","cytochrome P450, subfamily IIC (mephenytoin 4-hydroxylase), polypeptide 8|cytochrome P450, family 2, subfamily C, polypeptide 8",2622,CYP2C8,cytochrome P450 family 2 subfamily C member 8,10q23.33,"","",P10632,1558,ENSG00000138115
enzyme,262,CYP2 family: drug metabolising subset,1326,CYP2C9,"","","","","(R)-Limonene 6-monooxygenase|(S)-limonene 6-monooxygenase|(S)-limonene 7-monooxygenase|S-mephenytoin 4-hydroxylase|CYP2C10|cytochrome P450, subfamily IIC (mephenytoin 4-hydroxylase), polypeptide 9|cytochrome P450, family 2, subfamily C, polypeptide 9",2623,CYP2C9,cytochrome P450 family 2 subfamily C member 9,10q23.33,"","",P11712,1559,ENSG00000138109
enzyme,262,CYP2 family: drug metabolising subset,1327,CYP2C18,"","","","","CYP2C17|cytochrome P450, subfamily IIC (mephenytoin 4-hydroxylase), polypeptide 18|cytochrome P450, family 2, subfamily C, polypeptide 18",2620,CYP2C18,cytochrome P450 family 2 subfamily C member 18,10q23.33,"","",P33260,1562,ENSG00000108242
enzyme,262,CYP2 family: drug metabolising subset,1328,CYP2C19,"","","","","(S)-limonene 6-monooxygenase|(S)-limonene 7-monooxygenase|mephenytoin 4-hydroxylase|cytochrome P450, subfamily IIC (mephenytoin 4-hydroxylase), polypeptide 19|(R)-limonene 6-monooxygenase|cytochrome P450, family 2, subfamily C, polypeptide 19",2621,CYP2C19,cytochrome P450 family 2 subfamily C member 19,10q23.33,"","",P33261,1557,ENSG00000165841
enzyme,262,CYP2 family: drug metabolising subset,1329,CYP2D6,"","","","","Debrisoquine 4-hydroxylase|cytochrome P450, subfamily IID (debrisoquine, sparteine, etc., -metabolising), polypeptide 8 pseudogene 2|cytochrome P450, subfamily IID (debrisoquine, sparteine, etc., -metabolizing), polypeptide 6|cytochrome P450, subfamily 2D, polypeptide 6|cytochrome P450, subfamily II (debrisoquine, sparteine, etc., -metabolising), polypeptide 7 pseudogene 2|cytochrome P450, family 2, subfamily D, polypeptide 6|cytochrome P450 family 2 subfamily D member 6",2625,CYP2D6,cytochrome P450 family 2 subfamily D member 6 (gene/pseudogene),22q13.2,"","",P10635,1565,ENSG00000100197
enzyme,262,CYP2 family: drug metabolising subset,1330,CYP2E1,"","","","","4-nitrophenol 2-hydroxylase|cytochrome P450 2E1|cytochrome P450, family 2, subfamily e, polypeptide 1|cytochrome P450, subfamily 2e1 (ethanol-inducible)|cytochrome P450, family 2, subfamily E, polypeptide 1|cytochrome P450",2631,CYP2E1,cytochrome P450 family 2 subfamily E member 1,10q26.3,"","",P05181,1571,ENSG00000130649
enzyme,262,CYP2 family: drug metabolising subset,1331,CYP2F1,"","","","","cytochrome P450, subfamily 2F, polypeptide 1|cytochrome P450, family 2, subfamily F, polypeptide 1",2632,CYP2F1,cytochrome P450 family 2 subfamily F member 1,19q13.2,"","",P24903,1572,ENSG00000197446
enzyme,262,CYP2 family: drug metabolising subset,1332,CYP2J2,"","","","","cytochrome P450, subfamily IIJ (arachidonic acid epoxygenase) polypeptide 2|Arachidonic acid epoxygenase|cytochrome P450, family 2, subfamily J, polypeptide 2",2634,CYP2J2,cytochrome P450 family 2 subfamily J member 2,1p32.1,"","",P51589,1573,ENSG00000134716
enzyme,1062,CYP2 family: physiological enzymes subset,1333,CYP2R1,"","","","","Vitamin D 25-hydroxylase|cytochrome P450, family 2, subfamily R, polypeptide 1|cytochrome P450, family 2, subfamily r, polypeptide 1|cytochrome P450",20580,CYP2R1,cytochrome P450 family 2 subfamily R member 1,11p15.2,"","",Q6VVX0,120227,ENSG00000186104
enzyme,1062,CYP2 family: physiological enzymes subset,1334,CYP2S1,"","","","","cytochrome P450, family 2, subfamily s, polypeptide 1|cytochrome P450, family 2, subfamily S, polypeptide 1|cytochrome P450",15654,CYP2S1,cytochrome P450 family 2 subfamily S member 1,19q13.2,"","",Q96SQ9,29785,ENSG00000167600
enzyme,1062,CYP2 family: physiological enzymes subset,1335,CYP2U1,"","","","","cytochrome P450 2U1|cytochrome P450, family 2, subfamily u, polypeptide 1|cytochrome P450, family 2, subfamily U, polypeptide 1|cytochrome P450",20582,CYP2U1,cytochrome P450 family 2 subfamily U member 1,4q25,"","",Q7Z449,113612,ENSG00000155016
enzyme,1062,CYP2 family: physiological enzymes subset,1336,CYP2W1,"","","","","cytochrome P450, family 2, subfamily W, polypeptide 1|cytochrome P450, family 2, subfamily w, polypeptide 1|cytochrome P450",20243,CYP2W1,cytochrome P450 family 2 subfamily W member 1,7p22.3,"","",Q8TAV3,54905,ENSG00000073067
enzyme,268,"CYP39, CYP46 and CYP51 families",1372,CYP39A1 ,"","","","","24-hydroxycholesterol 7-alpha-hydroxylase|oxysterol 7-alpha-hydroxylase|cytochrome P450, family 39, subfamily A, polypeptide 1|cytochrome P450",17449,CYP39A1,cytochrome P450 family 39 subfamily A member 1,6p12.3,"","",Q9NYL5,51302,ENSG00000146233
enzyme,268,"CYP39, CYP46 and CYP51 families",1373,CYP46A1,"","","",Cholesterol 24-hydroxylase,"cytochrome P450, family 46, subfamily A, polypeptide 1|cytochrome P450",2641,CYP46A1,cytochrome P450 family 46 subfamily A member 1,14q32.2,"","",Q9Y6A2,10858,ENSG00000036530
enzyme,268,"CYP39, CYP46 and CYP51 families",1374,CYP51A1,"","","",Lanosterol 14-&alpha;-demethylase,"lanosterol 14-alpha demethylase|sterol 14-alpha demethylase|Cytochrom P450 Lanosterol 14 alpha-demethylase|cytochrome P450, family 51, subfamily A, polypeptide 1|cytochrome P450",2649,CYP51A1,cytochrome P450 family 51 subfamily A member 1,7q21.2,"","",Q16850,1595,ENSG00000001630
enzyme,263,CYP3 family,1337,CYP3A4,"","","","","albendazole monooxygenase|Nifedipine oxidase|Quinine 3-monooxygenase|taurochenodeoxycholate 6-&alpha;-hydroxylase|cytochrome P450, subfamily IIIA (niphedipine oxidase), polypeptide 4|albendazole sulfoxidase|cytochrome P450, family 3, subfamily A, polypeptide 4",2637,CYP3A4,cytochrome P450 family 3 subfamily A member 4,7q22.1,"","",P08684,1576,ENSG00000160868
enzyme,263,CYP3 family,1338,CYP3A5,"","","","","cytochrome P450, subfamily IIIA (niphedipine oxidase), polypeptide 5|cytochrome P450, family 3, subfamily A, polypeptide 5",2638,CYP3A5,cytochrome P450 family 3 subfamily A member 5,7q22.1,"","",P20815,1577,ENSG00000106258
enzyme,263,CYP3 family,1339,CYP3A7,"","","","","cytochrome P450, subfamily IIIA, polypeptide 7|cytochrome P450, family 3, subfamily A, polypeptide 7",2640,CYP3A7,cytochrome P450 family 3 subfamily A member 7,7q22.1,"","",P24462,1551,ENSG00000160870
enzyme,263,CYP3 family,1340,CYP3A43,"","","","","Cytochrome P450 3A43|cytochrome P450, family 3, subfamily A, polypeptide 43",17450,CYP3A43,cytochrome P450 family 3 subfamily A member 43,7q22.1,"","",Q9HB55,64816,ENSG00000021461
enzyme,264,CYP4 family,1341,CYP4A11,"","","","","20-HETE synthase|20-hydroxyeicosatetraenoic acid synthase|fatty acid &omega;-hydroxylase|lauric acid &omega;-hydroxylase|cytochrome P450, subfamily IVA, polypeptide 11|cytochrome P450, family 4, subfamily A, polypeptide 11",2642,CYP4A11,cytochrome P450 family 4 subfamily A member 11,1p33,"","",Q02928,1579,ENSG00000187048
enzyme,264,CYP4 family,1342,CYP4A22,"","","","","fatty acid &omega;-hydroxylase|lauric acid &omega;-hydroxylase|cytochrome P450, family 4, subfamily A, polypeptide 22",20575,CYP4A22,cytochrome P450 family 4 subfamily A member 22,1p33,"","",Q5TCH4,284541,ENSG00000162365
enzyme,264,CYP4 family,1343,CYP4B1,"","","","","cytochrome P450 4B1|cytochrome P450, subfamily 4B, polypeptide 1|cytochrome P450, family 4, subfamily B, polypeptide 1|cytochrome P450",2644,CYP4B1,cytochrome P450 family 4 subfamily B member 1,1p33,"","",P13584,1580,ENSG00000142973
