Fact,ProvenanceLeft,ProvenanceRight,Rule
partOf(515|enzyme),receptor(enzyme|515|Erk7 subfamily|2090|mitogen-activated protein kinase 15||||ERK7|ERK8|extracellular signal regulated kinase 8|extracellular signal-regulated kinase 7|MAP kinase 15|24667|MAPK15|mitogen-activated protein kinase 15|8q24.3|NM_139021|NP_620590|Q8TD08|225689|ENSG00000181085),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(518|enzyme),receptor(enzyme|518|JNK subfamily|1496|mitogen-activated protein kinase 8||||JNK1|c-jun NH2-terminal kinase|c-Jun N-terminal kinase 1|JNK|JNK-46|MAP kinase 8|PRKM8|SAPK gamma|SAPK1C|Stress-activated protein kinase 1c|stress-activated protein kinase JNK1|6881|MAPK8|mitogen-activated protein kinase 8|10q11.22|NM_002750|NP_002741|P45983|5599|ENSG00000107643),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(519|enzyme),receptor(enzyme|519|p38 subfamily|1499|mitogen-activated protein kinase 14||||p38&alpha;|CRK1|Csaids binding protein|CSBP|CSBP1|CSBP2|CSPB1|Cytokine suppressive anti-inflammatory drug binding protein|Exip|Hog|MAPK 14|MAP kinase 14|MAP kinase 2|MAP kinase Mxi2|MAP kinase p38 alpha|MAX-interacting protein 2|mitogen-activated protein kinase 14A|mitogen-activated protein kinase p38 alpha|Mxi2|p38&alpha;MAPK|p38 MAPK|p38 MAP kinase alpha|p38 mitogen activated protein kinase|PRKM14|PRKM15|Sapk2A|stress-activated protein kinase 2A|6876|MAPK14|mitogen-activated protein kinase 14|6p21.31|NM_001315|NP_001306|Q16539|1432|ENSG00000112062),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(520|enzyme),receptor(enzyme|520|nmo subfamily|2125|nemo like kinase||||NLK|LAK1|nemo-like kinase|29858|NLK|nemo like kinase|17q11.2|NM_016231|NP_057315|Q9UBE8|51701|ENSG00000087095),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(521|enzyme),receptor(enzyme|521|HH498 subfamily|2247|TNNI3 interacting kinase||||HH498|cardiac ankyrin repeat kinase|Cark|19661|TNNI3K|TNNI3 interacting kinase|1p31.1|NM_015978|NP_057062|Q59H18|51086|ENSG00000116783),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(522|enzyme),receptor(enzyme|522|ILK subfamily|2041|integrin linked kinase||||ILK|ILK1|ILK2|p59ILK|integrin-linked kinase|6040|ILK|integrin linked kinase|11p15.4|NM_001014794|NP_001014794|Q13418|3611|ENSG00000166333),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(523|enzyme),receptor(enzyme|523|LZK subfamily|2072|mitogen-activated protein kinase kinase kinase 12||||DLK|dual leucine zipper kinase DLK|MAPK-upstream kinase|MEKK12|MUK|ZPKP1|6851|MAP3K12|mitogen-activated protein kinase kinase kinase 12|12q13.13|NM_006301|NP_006292|Q12852|7786|ENSG00000139625),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(524|enzyme),receptor(enzyme|524|MLK subfamily|2084|mitogen-activated protein kinase kinase kinase 9||||MLK1|MLK1|PRKE1|6861|MAP3K9|mitogen-activated protein kinase kinase kinase 9|14q24.2|NM_033141|NP_149132|P80192|4293|ENSG00000006432),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(525|enzyme),receptor(enzyme|525|TAK1 subfamily|2082|mitogen-activated protein kinase kinase kinase 7||||TAK1|Map3k7|TAK1|TGF-beta activated kinase 1|transforming growth factor beta-activated kinase 1|6859|MAP3K7|mitogen-activated protein kinase kinase kinase 7|6q15|NM_003188|NP_003179|O43318|6885|ENSG00000135341),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(526|enzyme),receptor(enzyme|526|GCN2 subfamily|2018|eukaryotic translation initiation factor 2 alpha kinase 4||||GCN2|GCN2 (general control nonderepressible 2) kinase|19687|EIF2AK4|eukaryotic translation initiation factor 2 alpha kinase 4|15q15.1|NM_001013703|NP_001013725|Q9P2K8|440275|ENSG00000128829),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(527|enzyme),receptor(enzyme|527|PEK subfamily|2017|eukaryotic translation initiation factor 2 alpha kinase 3||||PERK|PERK|pancreatic eIF2-alpha kinase|PEK|PRKR-like endoplasmic reticulum kinase|3255|EIF2AK3|eukaryotic translation initiation factor 2 alpha kinase 3|2p11.2|NM_004836|NP_004827|Q9NZJ5|9451|ENSG00000172071),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(528|enzyme),"receptor(enzyme|528|ATR subfamily|1935|ATR checkpoint kinase||||ATR|ATR serine/threonine kinase|FRP1|MEC1|mitosis entry checkpoint 1, homolog (S. cerevisiae)|SCKL|SCKL1|882|ATR|ATR checkpoint kinase|3q23|NM_001184|NP_001175|Q13535|545|ENSG00000175054)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(529|enzyme),receptor(enzyme|529|FRAP subfamily|2109|mechanistic target of rapamycin kinase||||mTOR|FK506 binding protein 12-rapamycin associated protein 2|FKBP12-rapamycin complex-associated protein 1|FKBP-rapamycin associated protein|FKBP-rapamycin-associated protein FRAP|RAFT1|rapamycin and FKBP12 target 1|rapamycin associated protein FRAP2|rapamycin target protein 1|RAPT1|mammalian target of rapamycin|FK506 binding protein 12-rapamycin associated protein 1|mechanistic target of rapamycin (serine/threonine kinase)|mechanistic target of rapamycin|3942|MTOR|mechanistic target of rapamycin kinase|1p36.22|NM_004958|NP_004949|P42345|2475|ENSG00000198793),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(530|enzyme),"receptor(enzyme|530|SMG1 subfamily|2201|SMG1 nonsense mediated mRNA decay associated PI3K related kinase||||SMG1|ATX|LIP|SMG1 phosphatidylinositol 3-kinase-related kinase|SMG1, nonsense mediated mRNA decay associated PI3K related kinase|SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)|SMG1|SMG1 homolog|30045|SMG1|SMG1 nonsense mediated mRNA decay associated PI3K related kinase|16p12.3|NM_015092|NP_055907|Q96Q15|23049|ENSG00000157106)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(531|enzyme),receptor(enzyme|531|TRRAP subfamily|2256|transformation/transcription domain associated protein||||TRRAP|PAF400|Tra1|TR-AP|12347|TRRAP|transformation/transcription domain associated protein|7q22.1|NM_003496|NP_003487|Q9Y4A5|8295|ENSG00000196367),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(532|enzyme),receptor(enzyme|532|Alpha subfamily|1483|protein kinase C beta||||PKC&beta;|PRKCB1|PRKCB2|PKC-beta|protein kinase C beta I|protein kinase C beta II|protein kinase C|9395|PRKCB|protein kinase C beta|16p12.2-p12.1|NM_002738|NP_002729|P05771|5579|ENSG00000166501),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(533|enzyme),receptor(enzyme|533|Delta subfamily|1482|protein kinase C alpha||||PKC&alpha;|PKC-alpha|protein kinase C|9393|PRKCA|protein kinase C alpha|17q24.2|NM_002737|NP_002728|P17252|5578|ENSG00000154229),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(534|enzyme),"receptor(enzyme|534|Eta subfamily|1486|protein kinase C epsilon||||PKC&epsilon;|nPKC-epsilon|PKCepsilon|protein kinase C, epsilon|protein kinase C|9401|PRKCE|protein kinase C epsilon|2p21|NM_005400|NP_005391|Q02156|5581|ENSG00000171132)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(535|enzyme),receptor(enzyme|535|Iota subfamily|1490|protein kinase C iota||||PKC&iota;|atypical protein kinase C-lambda/iota|Pkcl|protein kinase C|9404|PRKCI|protein kinase C iota|3q26.2|NM_002740|NP_002731|P41743|5584|ENSG00000163558),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(536|enzyme),receptor(enzyme|536|RIO1 subfamily|2186|RIO kinase 1||||RIOK1|AD034|RRP10|18656|RIOK1|RIO kinase 1|6p24.3|NM_031480|NP_113668|Q9BRS2|83732|ENSG00000124784),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(537|enzyme),receptor(enzyme|537|RIO2 subfamily|2187|RIO kinase 2||||RIOK2||18999|RIOK2|RIO kinase 2|5q15|NM_018343|NP_060813|Q9BVS4|55781|ENSG00000058729),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(538|enzyme),receptor(enzyme|538|RIO3 subfamily|2188|RIO kinase 3||||RIOK3|SUDD|11451|RIOK3|RIO kinase 3|18q11.2|NM_003831|NP_003822|O14730|8780|ENSG00000101782),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(539|enzyme),"receptor(enzyme|539|MSK subfamily|1523|ribosomal protein S6 kinase A5||||MSK1|nuclear mitogen- and stress-activated protein kinase 1|ribosomal protein S6 kinase|ribosomal protein S6 kinase, 90kDa, polypeptide 5|ribosomal protein S6 kinase alpha-5|RLPK|RSK-like protein kinase|10434|RPS6KA5|ribosomal protein S6 kinase A5|14q32.11|NM_004755|NP_004746|O75582|9252|ENSG00000100784)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(540|enzyme),"receptor(enzyme|540|p70 subfamily|1525|ribosomal protein S6 kinase B1||||p70S6K|S6K&beta;1|ribosomal protein S6 kinase, 70kD, polypeptide 1|70 kDa ribosomal protein S6 kinase 1|p70 ribosomal S6 kinase alpha|ribosomal protein S6 kinase beta-1|ribosomal protein S6 kinase I|S6 kinase|STK14A|ribosomal protein S6 kinase, polypeptide 1|ribosomal protein S6 kinase|10436|RPS6KB1|ribosomal protein S6 kinase B1|17q23.1|NM_003161|NP_003152|P23443|6198|ENSG00000108443)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(541|enzyme),"receptor(enzyme|541|RSK subfamily|1527|ribosomal protein S6 kinase A1||||p90RSK|90 kDa ribosomal protein S6 kinase 1|HU-1|MAPKAPK1A|MAPKAP kinase 1a|MAP kinase-activated protein kinase 1a|p90RSK1|p90S6K|ribosomal protein S6 kinase, 90kDa, polypeptide 1|ribosomal protein S6 kinase, 90kD, polypeptide 1|ribosomal protein S6 kinase alpha-1|ribosomal protein S6 kinase, polypeptide A1|10430|RPS6KA1|ribosomal protein S6 kinase A1|1p36.11|NM_001006665|NP_001006666|Q15418|6195|ENSG00000117676)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(542|enzyme),receptor(enzyme|542|FRAY subfamily|2132|oxidative stress responsive kinase 1||||OSR1|oxidative stress responsive 1|8508|OXSR1|oxidative stress responsive kinase 1|3p22.2|NM_005109|NP_005100|O95747|9943|ENSG00000172939),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(543|enzyme),receptor(enzyme|543|KHS subfamily|2085|mitogen-activated protein kinase kinase kinase kinase 1||||HPK1|hematopoietic progenitor kinase 1|MAPK/ERK kinase kinase kinase 1|6863|MAP4K1|mitogen-activated protein kinase kinase kinase kinase 1|19q13.2|NM_001042600|NP_001036065|Q92918|11184|ENSG00000104814),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(544|enzyme),receptor(enzyme|544|MSN subfamily|2088|mitogen-activated protein kinase kinase kinase kinase 4||||HGK|MAPK/ERK kinase kinase kinase 4|MEKKK 4|Nck-interacting kinase|NIK|6866|MAP4K4|mitogen-activated protein kinase kinase kinase kinase 4|2q11.2|NM_001242559|NP_004825|O95819|9448|ENSG00000071054),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(545|enzyme),receptor(enzyme|545|MST subfamily|2219|serine/threonine kinase 3||||MST2|KRS1|mess1|11406|STK3|serine/threonine kinase 3|8q22.2|NM_001256312|NP_006272|Q13188|6788|ENSG00000104375),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(546|enzyme),receptor(enzyme|546|NinaC subfamily|2112|myosin IIIA||||MYO3A|DFNB30|7601|MYO3A|myosin IIIA|10p12.1|NM_017433|NP_059129|Q8NEV4|53904|ENSG00000095777),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(547|enzyme),receptor(enzyme|547|PAKA subfamily|2133|p21 (RAC1) activated kinase 1||||PAK1|alpha-PAK|p21 (CDKN1A)-activated kinase 1|p21-activated kinase 1|p65-PAK|p68-PAK|protein kinase MUK2|p21 protein (Cdc42/Rac)-activated kinase 1|8590|PAK1|p21 (RAC1) activated kinase 1|11q13.5-q14.1|NM_001128620|NP_001122092|Q13153|5058|ENSG00000149269),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(548|enzyme),receptor(enzyme|548|PAKB subfamily|2136|p21 (RAC1) activated kinase 4||||PAK4|p21 (CDKN1A)-activated kinase 4|p21-activated kinase 4|p21 protein (Cdc42/Rac)-activated kinase 4|16059|PAK4|p21 (RAC1) activated kinase 4|19q13.2|NM_001014831|NP_001014831|O96013|10298|ENSG00000130669),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(549|enzyme),receptor(enzyme|549|SLK subfamily|2200|STE20 like kinase||||SLK|Etk4|STE20-related kinase|STK2|STE20-like kinase|11088|SLK|STE20 like kinase|10q24.33-q25.1|NM_014720|NP_055535|Q9H2G2|9748|ENSG00000065613),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(550|enzyme),receptor(enzyme|550|STLK subfamily|2227|STE20 related adaptor alpha||||STRAD|protein kinase LYK5|STE20-related kinase adaptor alpha|STRAD alpha|30172|STRADA|STE20 related adaptor alpha|17q23.3|NM_001003786|NP_001003786|Q7RTN6|92335|ENSG00000266173),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(551|enzyme),receptor(enzyme|551|TAO subfamily|2233|TAO kinase 1||||TAO1|MAP3K16|MARKK|prostate-derived sterile 20 (Ste20)-like kinase 2|PSK2|thousand and one amino acid protein 1|thousand and one kinase 1|29259|TAOK1|TAO kinase 1|17q11.2|NM_020791|NP_065842|Q7L7X3|57551|ENSG00000160551),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(552|enzyme),receptor(enzyme|552|YSK subfamily|2217|serine/threonine kinase 24||||MST3|mammalian STE20-like protein kinase 3|MST3B|STK3|11403|STK24|serine/threonine kinase 24|13q32.2|NM_001032296|NP_001027467|Q9Y6E0|8428|ENSG00000102572),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(553|enzyme),"receptor(enzyme|553|Abl family|1923|ABL proto-oncogene 1, non-receptor tyrosine kinase||||Abl|Ab|Abelson murine leukemia viral (v-abl) oncogene homolog 1|JTK7|tyrosine-protein kinase ABL1|ABL proto-oncogene 1|76|ABL1|ABL proto-oncogene 1, non-receptor tyrosine kinase|9q34.12|NM_005157|NP_005148|P00519|25|ENSG00000097007)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(554|enzyme),receptor(enzyme|554|Ack family|2245|tyrosine kinase non receptor 1||||Tnk1|Kos1|Tnk1a|Tnk1b|tyrosine kinase|11940|TNK1|tyrosine kinase non receptor 1|17p13.1|NM_003985|NP_003976|Q13470|8711|ENSG00000174292),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(556|enzyme),receptor(enzyme|556|Other alpha kinase family kinases|1930|alpha kinase 1||||AlphaK3|Lak|lymphocyte alpha-kinase|20917|ALPK1|alpha kinase 1|4q25|NM_001102406|NP_001095876|Q96QP1|80216|ENSG00000073331),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(557|enzyme),receptor(enzyme|557|Aurora kinase (Aur) family|1936|aurora kinase A||||AurA|ARK1|AurA|Aurora 2|Aurora family kinase 1|ratAurA|serine/threonine kinase 15|serine/threonine kinase 6|STK15|STK6|11393|AURKA|aurora kinase A|20q13.2|NM_003600|NP_003591|O14965|6790|ENSG00000087586),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(558|enzyme),receptor(enzyme|558|Bromodomain kinase (BRDK) family|2724|bromodomain containing 1||||BRD1|BRPF2|1102|BRD1|bromodomain containing 1|22q13.33|NM_014577|NP_055392|O95696|23774|ENSG00000100425),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(559|enzyme),"receptor(enzyme|559|Bub family|1949|BUB1 mitotic checkpoint serine/threonine kinase||||Bub1|BUB1A|BUB1L|BUB1, mitotic checkpoint serine/threonine kinase|BUB1|1148|BUB1|BUB1 mitotic checkpoint serine/threonine kinase|2q13|NM_004336|NP_004327|O43683|699|ENSG00000169679)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(560|enzyme),receptor(enzyme|560|Bud32 family|2248|TP53 regulating kinase||||PRPK|BUD32|Nori-2|Nori-2p|transformation related protein 53 regulating kinase|Tp53rk|Trp53rkb|transformation related protein 53 regulating kinase B|16197|TP53RK|TP53 regulating kinase|20q13.12|NM_033550|NP_291028|Q96S44|112858|ENSG00000172315),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(561|enzyme),receptor(enzyme|561|CAMK1 family|1952|calcium/calmodulin dependent protein kinase I||||CaMK1-alpha|caM kinase I alpha|caMKI-alpha|G alpha interacting protein|Gaip|regulator of G-protein signalling 19|1459|CAMK1|calcium/calmodulin dependent protein kinase I|3p25.3|NM_003656|NP_003647|Q14012|8536|ENSG00000134072),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(562|enzyme),receptor(enzyme|562|CAMK2 family|1554|Calmodulin-dependent kinase II||||CaMKII||||||||||),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(563|enzyme),receptor(enzyme|563|CAMK-unique family|1958|CaM kinase like vesicle associated||||VACAMKL|1G5|VACAMKL|vesicle-associated calmodulin-binding protein|28788|CAMKV|CaM kinase like vesicle associated|3p21.31|NM_024046|NP_076951|Q8NCB2|79012|ENSG00000164076),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(564|enzyme),receptor(enzyme|564|Casein kinase 1 (CK1) family|1995|casein kinase 1 alpha 1||||CK1-A|CK1|CK1a|CK1alpha|CKI-alpha|clock regulator kinase|casein kinase 1|2451|CSNK1A1|casein kinase 1 alpha 1|5q32|NM_001025105|NP_001020276|P48729|1452|ENSG00000113712),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(565|enzyme),receptor(enzyme|565|Casein kinase 2 (CK2) family|1548|Casein kinase 2||||CK2||||||||||),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(566|enzyme),receptor(enzyme|566|CASK family|1959|calcium/calmodulin dependent serine protein kinase||||CASK|CAGH39|FGS4|LIN2|Pals3|peripheral plasma membrane protein CASK|TNRC8|trinucleotide repeat containing 8|calcium/calmodulin-dependent serine protein kinase (MAGUK family)|1497|CASK|calcium/calmodulin dependent serine protein kinase|Xp11.4|NM_001126054|NP_001119526|O14936|8573|ENSG00000147044),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
